experiment,subject,target,vector,hemi,rotaiton_adjustment,angle,hit_ap,hit_ml,hit_dv,exclude_da_consumption,exclude_optochar,note
acp,acp08,NAcCR,GRAB DA2m; Chrimson-tdTomato,right,90,10,1.78,0.9,-4.3,0,0,NA
acp,acp08,NAcCC,GRAB DA2m; Chrimson-tdTomato,left,0,0,0.86,0.7,-4.5,0,0,NA
acp,acp08,NAcShL,GRAB DA2m; Chrimson-tdTomato,left,0,10,0.62,2.25,-5.1,0,0,NA
acp,acp08,DMS,GRAB DA2m; Chrimson-tdTomato,right,90,5,0.26,1.2,-3,0,0,NA
acp,acp08,DLS,GRAB DA2m; Chrimson-tdTomato,right,0,5,-0.34,2.7,-3.1,0,0,NA
acp,acp08,TS,GRAB DA2m; Chrimson-tdTomato,right,0,10,-1.7,3.1,-3.3,0,0,NA
acp,acp08,LHA,GRAB DA2m; Chrimson-tdTomato,left,0,10,-1.82,0.9,-4.7,0,0,NA
acp,acp08,LHA,GRAB DA2m; Chrimson-tdTomato,right,0,0,-1.82,0.9,-4.8,0,0,NA
acp,acp09,NAcCR,GRAB DA2m; Chrimson-tdTomato,left,90,10,1.94,1,-4.1,0,0,NA
acp,acp09,NAcCC,GRAB DA2m; Chrimson-tdTomato,right,0,0,1.1,0.7,-4.4,0,0,NA
acp,acp09,NAcShL,GRAB DA2m; Chrimson-tdTomato,right,0,10,1.1,1.7,-4.75,0,0,NA
acp,acp09,DMS,GRAB DA2m; Chrimson-tdTomato,left,90,5,0.14,1.2,-3,0,0,NA
acp,acp09,DLS,GRAB DA2m; Chrimson-tdTomato,left,0,5,-0.34,2.7,-2.8,0,0,NA
acp,acp09,TS,GRAB DA2m; Chrimson-tdTomato,left,0,10,-1.58,3.1,-3.4,0,0,NA
acp,acp09,LHA,GRAB DA2m; Chrimson-tdTomato,right,0,10,-1.34,1,-4.8,0,0,NA
acp,acp09,LHA,GRAB DA2m; Chrimson-tdTomato,left,0,0,-1.58,1,-4.6,0,0,NA
acp,acp11,NAcCR,GRAB DA2m; Chrimson-tdTomato,right,90,10,1.78,1,-4.1,0,0,NA
acp,acp11,NAcCC,GRAB DA2m; Chrimson-tdTomato,left,0,0,0.98,0.7,-4.3,0,0,NA
acp,acp11,NAcShL,GRAB DA2m; Chrimson-tdTomato,left,0,10,0.86,1.9,-4.9,0,0,NA
acp,acp11,DMS,GRAB DA2m; Chrimson-tdTomato,right,90,5,-0.1,1.3,-2.9,0,0,NA
acp,acp11,DLS,GRAB DA2m; Chrimson-tdTomato,right,0,5,-0.7,2.9,-2.8,0,0,NA
acp,acp11,TS,GRAB DA2m; Chrimson-tdTomato,right,0,10,-1.94,3.2,-3.3,0,0,NA
acp,acp11,LHA,GRAB DA2m; Chrimson-tdTomato,left,0,10,-1.94,0.9,-4.9,0,0,NA
acp,acp11,LHA,GRAB DA2m; Chrimson-tdTomato,right,0,0,-1.94,1.1,-5,0,0,NA
acp,acp13,NAcCR,GRAB DA2m; Chrimson-tdTomato,left,90,10,1.98,1.1,-3.9,0,0,NA
acp,acp13,NAcCC,GRAB DA2m; Chrimson-tdTomato,right,0,0,0.86,0.6,-4.4,0,0,NA
acp,acp13,NAcShL,GRAB DA2m; Chrimson-tdTomato,right,0,10,0.74,2,-4.9,0,0,NA
acp,acp13,DMS,GRAB DA2m; Chrimson-tdTomato,left,90,5,0.26,1.2,-2.9,0,0,NA
acp,acp13,DLS,GRAB DA2m; Chrimson-tdTomato,left,0,5,-0.46,3,-3.1,0,0,NA
acp,acp13,TS,GRAB DA2m; Chrimson-tdTomato,left,0,10,-1.7,3.1,-3.3,0,0,NA
acp,acp13,LHA,GRAB DA2m; Chrimson-tdTomato,right,0,10,-1.82,1,-4.9,0,0,NA
acp,acp13,LHA,GRAB DA2m; Chrimson-tdTomato,left,0,0,-1.82,1,-4.9,0,0,NA
acp,acp14,NAcCR,GRAB DA2m; Chrimson-tdTomato,right,90,10,1.7,0.6,-4.2,0,0,NA
acp,acp14,NAcCC,GRAB DA2m; Chrimson-tdTomato,left,0,0,0.98,0.9,-4.6,0,0,NA
acp,acp14,NAcShL,GRAB DA2m; Chrimson-tdTomato,left,0,10,0.38,2.3,-5.1,0,0,NA
acp,acp14,DMS,GRAB DA2m; Chrimson-tdTomato,right,90,5,0.14,1.1,-3,0,0,NA
acp,acp14,DLS,GRAB DA2m; Chrimson-tdTomato,right,0,5,-0.34,2.5,-2.9,0,0,NA
acp,acp14,TS,GRAB DA2m; Chrimson-tdTomato,right,0,10,-1.7,3,-3.1,0,0,NA
acp,acp14,LHA,GRAB DA2m; Chrimson-tdTomato,left,0,10,-1.94,1.1,-4.8,0,0,NA
acp,acp14,LHA,GRAB DA2m; Chrimson-tdTomato,right,0,0,-1.94,1.1,-4.8,0,0,NA
acp,acp15,NAcCR,GRAB DA2m; Chrimson-tdTomato,right,90,10,1.94,1,-4,0,0,NA
acp,acp15,NAcCC,GRAB DA2m; Chrimson-tdTomato,left,0,0,0.86,0.9,-4.3,0,0,NA
acp,acp15,NAcShL,GRAB DA2m; Chrimson-tdTomato,left,0,10,0.74,2.5,-4.8,1,1,miss
acp,acp15,DMS,GRAB DA2m; Chrimson-tdTomato,right,90,5,0.26,1,-2.9,0,0,NA
acp,acp15,DLS,GRAB DA2m; Chrimson-tdTomato,right,0,5,-0.46,2.7,-2.8,0,0,NA
acp,acp15,TS,GRAB DA2m; Chrimson-tdTomato,right,0,10,-1.46,2.9,-3.3,0,0,NA
acp,acp15,LHA,GRAB DA2m; Chrimson-tdTomato,left,0,10,-1.7,1.1,-4.7,0,0,NA
acp,acp15,LHA,GRAB DA2m; Chrimson-tdTomato,right,0,0,-1.7,1.1,-4.8,0,0,NA
acr,acr01,NAcCR,GRAB DA2m,right,90,10,1.94,0.75,-4.1,0,NA,NA
acr,acr01,DMS,GRAB DA2m,right,90,5,0.38,1.4,-2.8,0,NA,NA
acr,acr01,DLS,GRAB DA2m,right,0,5,-0.1,2.65,-2.9,0,NA,NA
acr,acr01,TS,GRAB DA2m,right,0,10,-1.34,3,-3.4,0,NA,NA
acr,acr01,LHA,GCaMP6s; jRCaMP1b,left,0,0,-1.7,1.2,-4.7,0,NA,NA
acr,acr03,NAcCR,GRAB DA2m,right,90,10,1.94,0.8,-4,0,NA,NA
acr,acr03,DMS,GRAB DA2m,right,90,5,0.38,1.25,-2.8,0,NA,NA
acr,acr03,DLS,GRAB DA2m,right,0,5,-0.46,2.5,-2.5,0,NA,NA
acr,acr03,TS,GRAB DA2m,right,0,10,-1.82,3.1,-3.4,0,NA,NA
acr,acr04,NAcCR,GRAB DA2m,left,90,10,1.94,0.9,-3.9,0,NA,NA
acr,acr04,DMS,GRAB DA2m,left,90,5,0.14,1.4,-2.8,0,NA,NA
acr,acr04,DLS,GRAB DA2m,left,0,5,-0.34,2.7,-2.6,0,NA,NA
acr,acr04,TS,GRAB DA2m,left,0,10,-1.34,2.9,-3.3,0,NA,NA
acr,acr05,NAcCR,GRAB DA2m,left,90,10,1.94,1.1,-3.8,0,NA,NA
acr,acr05,DMS,GRAB DA2m,left,90,5,0.38,1.55,-2.95,0,NA,NA
acr,acr05,DLS,GRAB DA2m,left,0,5,0.02,2.9,-3,0,NA,NA
acr,acr05,TS,GRAB DA2m,left,0,10,-1.34,3.05,-3.25,0,NA,NA
acr,acr05,LHA,GCaMP6s; jRCaMP1b,right,0,0,-1.58,1.1,-4.8,0,NA,NA
acr,acr06,NAcCR,GRAB DA2m,right,90,10,1.94,0.75,-4.2,0,NA,NA
acr,acr06,DMS,GRAB DA2m,right,90,5,0.26,1.35,-2.8,0,NA,NA
acr,acr06,DLS,GRAB DA2m,right,0,5,-0.34,2.75,-3,0,NA,NA
acr,acr06,TS,GRAB DA2m,right,0,10,-1.46,3,-3.3,0,NA,NA
acr,acr06,LHA,GCaMP6s; jRCaMP1b,left,0,0,-1.46,1.3,-4.8,0,NA,NA
acr,acr07,NAcCR,GRAB DA2m,right,90,10,1.94,1.1,-4.05,0,NA,NA
acr,acr07,DMS,GRAB DA2m,right,90,5,0.38,1.4,-2.9,0,NA,NA
acr,acr07,DLS,GRAB DA2m,right,0,5,-0.58,2.55,-2.8,0,NA,NA
acr,acr07,TS,GRAB DA2m,right,0,10,-1.34,3,-3.3,0,NA,NA
acr,acr07,LHA,GCaMP6s; jRCaMP1b,left,0,0,-1.82,1.1,-4.65,0,NA,NA
acr,acr08,NAcCR,GRAB DA2m,left,90,10,1.7,0.8,-4,0,NA,NA
acr,acr08,DMS,GRAB DA2m,left,90,5,0.26,1.3,-2.6,0,NA,NA
acr,acr08,DLS,GRAB DA2m,left,0,5,-0.34,2.8,-2.8,0,NA,NA
acr,acr08,TS,GRAB DA2m,left,0,10,-1.82,3.1,-3.5,0,NA,NA
acr,acr08,LHA,GCaMP6s; jRCaMP1b,right,0,0,-1.82,1.2,-4.8,0,NA,NA
acr,acr09,NAcCR,GRAB DA2m,right,90,10,1.94,0.8,-4.1,0,NA,NA
acr,acr09,DMS,GRAB DA2m,right,90,5,0.38,1.2,-3,0,NA,NA
acr,acr09,DLS,GRAB DA2m,right,0,5,-0.46,2.85,-3.1,0,NA,NA
acr,acr09,TS,GRAB DA2m,right,0,10,-1.7,3,-3.65,0,NA,NA
acr,acr09,LHA,GCaMP6s; jRCaMP1b,left,0,0,-1.7,0.8,-5,1,NA,miss
acr,acr10,NAcCR,GRAB DA2m,left,90,10,1.94,1.1,-4.05,0,NA,NA
acr,acr10,DMS,GRAB DA2m,left,90,5,0.14,1.4,-2.9,0,NA,NA
acr,acr10,DLS,GRAB DA2m,left,0,5,-0.46,2.95,-3.1,0,NA,NA
acr,acr10,TS,GRAB DA2m,left,0,10,-1.7,3.1,-3.6,0,NA,NA
acr,acr10,LHA,GCaMP6s; jRCaMP1b,right,0,0,-1.7,0.8,-4.9,1,NA,miss
