blockname,experiment,subject,date,procedure,exclude,exclude_note,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PCA,multi_config,fiber_id01,fiber_id02,blockname_multi_subject,trim_time_start,trim_time_end,signal_id01,signal_id02,control_id,sensor01,sensor02,smoothing_window,poly_degree_fitted_control,poly_degree_polyfit,down_sampled_freq,peth_pre,peth_post,events_of_interest,n_remove_first_events,n_remove_last_events,events_manual_fn
2022_04_25_abb01,abb,abb01,4/25/2022,NA,1,signal looks good but licking was low record next 3d for avg; almost no licking,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_25_abb03,abb,abb03,4/25/2022,NA,1,signal looks good but licking was low record next 3d for avg,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_25_abb04,abb,abb04,4/25/2022,NA,1,signal looks good but licking was low record next 3d for avg,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_25_abb05,abb,abb05,4/25/2022,NA,1,signal looks good but licking was low record next 3d for avg,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_25_abb06,abb,abb06,4/25/2022,NA,1,signal looks good but licking was low record next 3d for avg,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_26_abb01,abb,abb01,4/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_26_abb03,abb,abb03,4/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_26_abb04,abb,abb04,4/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_26_abb05,abb,abb05,4/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_26_abb06,abb,abb06,4/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_27_abb01,abb,abb01,4/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_27_abb03,abb,abb03,4/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_27_abb04,abb,abb04,4/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_27_abb05,abb,abb05,4/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_27_abb06,abb,abb06,4/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_28_abb01,abb,abb01,4/28/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_28_abb03,abb,abb03,4/28/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_28_abb04,abb,abb04,4/28/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_28_abb05,abb,abb05,4/28/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_04_28_abb06,abb,abb06,4/28/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_04_abb01,abb,abb01,5/4/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_04_abb03,abb,abb03,5/4/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_04_abb04,abb,abb04,5/4/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_04_abb05,abb,abb05,5/4/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_04_abb06,abb,abb06,5/4/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_05_abb01,abb,abb01,5/5/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_05_abb03,abb,abb03,5/5/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_05_abb04,abb,abb04,5/5/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_05_abb05,abb,abb05,5/5/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_05_abb06,abb,abb06,5/5/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_06_abb01,abb,abb01,5/6/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_06_abb03,abb,abb03,5/6/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_06_abb04,abb,abb04,5/6/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_06_abb05,abb,abb05,5/6/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_06_abb06,abb,abb06,5/6/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_11_abb01,abb,abb01,5/11/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_11_abb03,abb,abb03,5/11/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_11_abb04,abb,abb04,5/11/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_11_abb05,abb,abb05,5/11/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_11_abb06,abb,abb06,5/11/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_12_abb01,abb,abb01,5/12/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_12_abb03,abb,abb03,5/12/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_12_abb04,abb,abb04,5/12/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_12_abb05,abb,abb05,5/12/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_12_abb06,abb,abb06,5/12/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_13_abb01,abb,abb01,5/13/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_13_abb03,abb,abb03,5/13/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_13_abb04,abb,abb04,5/13/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_13_abb05,abb,abb05,5/13/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_13_abb06,abb,abb06,5/13/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_1h,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_25_abb07,abb,abb07,5/25/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_25_abb08,abb,abb08,5/25/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_25_abb09,abb,abb09,5/25/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_25_abb10,abb,abb10,5/25/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_25_abb11,abb,abb11,5/25/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_25_abb12,abb,abb12,5/25/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_26_abb07,abb,abb07,5/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_26_abb08,abb,abb08,5/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_26_abb09,abb,abb09,5/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_26_abb10,abb,abb10,5/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_26_abb11,abb,abb11,5/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_26_abb12,abb,abb12,5/26/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_27_abb07,abb,abb07,5/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_27_abb08,abb,abb08,5/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_27_abb09,abb,abb09,5/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_27_abb10,abb,abb10,5/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_27_abb11,abb,abb11,5/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_05_27_abb12,abb,abb12,5/27/2022,NA,0,NA,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_08_abb07,abb,abb07,6/8/2022,NA,1,access period marker missing,lick01,lick02,lick03,lick04,lick05,access_period,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_08_abb08,abb,abb08,6/8/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_08_abb09,abb,abb09,6/8/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_08_abb10,abb,abb10,6/8/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_08_abb11,abb,abb11,6/8/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_08_abb12,abb,abb12,6/8/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_09_abb07,abb,abb07,6/9/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_09_abb08,abb,abb08,6/9/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_09_abb09,abb,abb09,6/9/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_09_abb10,abb,abb10,6/9/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_09_abb11,abb,abb11,6/9/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_09_abb12,abb,abb12,6/9/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_10_abb07,abb,abb07,6/10/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_10_abb08,abb,abb08,6/10/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_10_abb09,abb,abb09,6/10/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_10_abb10,abb,abb10,6/10/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_10_abb11,abb,abb11,6/10/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_10_abb12,abb,abb12,6/10/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_15_abb07,abb,abb07,6/15/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_15_abb08,abb,abb08,6/15/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_15_abb09,abb,abb09,6/15/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_15_abb10,abb,abb10,6/15/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_15_abb11,abb,abb11,6/15/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_15_abb12,abb,abb12,6/15/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_16_abb07,abb,abb07,6/16/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_16_abb08,abb,abb08,6/16/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_16_abb09,abb,abb09,6/16/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_lat,nacsh_med,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
2022_06_16_abb10,abb,abb10,6/16/2022,NA,0,NA,lick,access_period,NA,NA,NA,NA,NA,NA,NA,multi_site,nacsh_med,nacsh_lat,NA,20,NA,465,NA,405,grabda_2m,NA,0.1,3,4,20,10,20,lick_onset; access_period,NA,NA,NA
